,acc1,acc2,acc3,acc4
3089528,-4;3;0,-4;4;0,-5;3;0,-5;3;-2
3089794,,,,
3089796,-5;5;0,-4;4;-2,-4;4;-3,-5;3;0
3090073,,,,
3090075,-5;3;-2,-4;3;-2,-5;3;0,-3;3;0
3090351,,,,
3090353,-4;5;0,-5;3;0,-6;5;-1,-4;3;-2
3090625,,,,
3090634,-5;5;0,-8;3;-2,-11;3;-2,-11;4;-2
3090899,,,,
3090903,-8;6;-3,-8;5;-1,-10;4;-1,-10;4;-2
3091166,,,,
3091173,-9;4;-1,-8;4;-3,-8;2;-1,-11;4;-2
3091440,,,,
3091442,-10;3;-2,-8;4;-1,-9;4;-3,-8;3;-2
3091714,,,,
3091722,-9;5;-1,-10;4;0,-9;3;-1,-9;4;-2
3091983,,,,
3091986,-8;4;-1,-8;4;-2,-8;3;-3,-9;4;-1
3092258,,,,
3092267,-9;3;-2,-8;4;-2,-9;4;-1,-9;3;-2
3092534,,,,
3092537,-9;4;-1,-9;3;-1,-10;2;-2,-10;3;-1
3092809,,,,
3092817,-10;1;-1,-8;4;-1,-9;3;0,-10;3;-2
3093090,,,,
3093093,-9;3;0,-8;5;-1,-9;4;-3,-9;4;-2
3093365,,,,
3093373,-9;4;-2,-7;5;-2,-9;4;-2,-9;4;-2
3093634,,,,
3093637,-9;5;-2,-8;4;-3,-10;4;-1,-9;5;-2
3093899,,,,
3093907,-9;1;-1,-8;6;-2,-8;4;-1,-9;3;-2
3094171,,,,
3094174,-9;4;-3,-9;2;0,-8;4;-3,-9;2;-2
3094448,,,,
3094455,-8;5;-1,-8;2;-2,-9;3;-2,-9;3;0
3094723,,,,
3094725,-9;3;0,-9;4;-1,-9;4;-1,-9;4;-3
3094999,,,,
3095008,-9;5;-2,-9;4;-3,-9;4;0,-9;5;0
3095273,,,,
3095275,-10;4;-1,-8;4;-1,-9;6;-2,-9;2;-1
3095538,,,,
3095546,-8;5;-3,-9;2;0,-10;3;-1,-10;4;-3
3095812,,,,
3095815,-9;2;-3,-8;4;-1,-9;5;-1,-9;4;-2
3096087,,,,
3096096,-10;4;-1,-9;6;-1,-9;4;-2,-10;4;0
3096361,,,,
3096365,-9;3;-2,-9;4;-1,-8;4;-1,-9;4;-4
3096639,,,,
3096674,-9;3;-2,-9;4;-2,-9;4;0,-10;4;-1
3096939,,,,
3096942,-9;5;-1,-9;2;-1,-7;4;-3,-8;2;0
3097212,,,,
3097216,-9;4;-1,-8;3;-1,-9;6;-2,-9;2;-3
3097488,,,,
3097490,-8;3;-3,-8;4;-1,-9;4;0,-8;3;-2
3097750,,,,
3097753,-9;3;-3,-9;5;-2,-8;6;0,-9;4;-2
3098029,,,,
3098032,-10;3;0,-9;3;-1,-9;3;-2,-9;3;-1
3098308,,,,
3098311,-8;3;-1,-8;5;-2,-10;3;0,-10;4;-3
3098589,,,,
3098592,-8;3;0,-8;2;-3,-9;4;-1,-9;5;0
3098852,,,,
3098854,-8;3;-2,-8;6;0,-9;2;-2,-8;4;-2
3099128,,,,
3099131,-9;5;-2,-9;2;0,-9;6;-1,-7;4;-2
3099400,,,,
3099403,-9;4;-3,-9;4;-2,-8;4;-1,-9;5;-1
3099674,,,,
3099677,-8;4;-1,-9;3;-2,-9;2;-3,-9;3;-1
3099940,,,,
3099943,-8;4;-1,-9;3;0,-9;3;-2,-9;5;-2
3100216,,,,
3100218,-9;4;-3,-9;3;0,-10;4;-1,-8;5;-2
3100481,,,,
3100484,-9;3;-2,-10;3;-3,-9;5;-1,-10;3;0
3100768,,,,
3100770,-8;6;-2,-9;3;0,-10;2;-2,-8;4;-2
3101035,,,,
3101038,-9;5;-4,-9;4;-2,-9;4;-2,-9;5;-1
3101319,,,,
3101322,-9;4;-1,-9;4;-2,-9;5;-1,-10;5;0
3101585,,,,
3101588,-8;5;-1,-9;3;-3,-9;4;-3,-8;3;0
3101868,,,,
3101871,-9;3;-2,-10;4;-1,-9;4;-1,-10;4;0
3102139,,,,
3102141,-9;6;-1,-9;3;-3,-8;4;-2,-9;4;0
3102418,,,,
3102422,-8;4;-2,-10;2;0,-10;3;-2,-8;4;-3
3102688,,,,
3102690,-8;3;-3,-8;3;0,-10;4;-1,-8;1;-2
3102962,,,,
3102965,-9;4;-1,-9;5;-2,-8;3;-1,-9;4;0
3103232,,,,
3103235,-9;5;0,-9;3;-2,-8;2;-3,-9;2;-2
3103512,,,,
3103515,-8;2;-3,-9;4;0,-9;6;0,-8;3;-2
3103789,,,,
3103792,-9;5;-2,-10;4;-3,-9;4;-1,-8;5;-2
3104065,,,,
3104068,-8;3;-1,-9;5;-1,-8;3;-3,-10;2;0
3104332,,,,
3104335,-8;3;-2,-9;4;-2,-9;5;-2,-10;4;-2
3104613,,,,
3104616,-9;4;-1,-8;3;-3,-10;2;-2,-10;3;-2
3104883,,,,
3104886,-8;3;-1,-10;3;-1,-8;3;-3,-9;3;-2
3105158,,,,
3105161,-10;3;-2,-10;5;-2,-10;4;-1,-10;3;-2
3105430,,,,
3105433,-10;4;-2,-10;4;-1,-10;5;-3,-9;3;-3
3105702,,,,
3105705,-10;4;0,-10;4;-2,-9;3;-3,-10;4;0
3105984,,,,
3105987,-10;3;-3,-10;4;-1,-11;4;-1,-10;3;-2
3106271,,,,
3106274,-10;4;-2,-10;2;-1,-10;3;-3,-10;4;-1
3106535,,,,
3106538,-10;2;0,-9;3;-1,-10;2;-1,-10;5;-3
3106823,,,,
3106826,-10;3;-2,-8;5;-3,-9;4;-1,-10;4;-1
3107091,,,,
3107094,-10;3;0,-10;4;-2,-11;4;-3,-11;3;-2
3107367,,,,
3107371,-11;4;-3,-11;4;-2,-10;3;-1,-10;5;0
3107636,,,,
3107639,-11;4;-1,-10;4;-1,-10;3;-1,-11;4;-2
3107916,,,,
3107918,-10;3;-3,-12;4;0,-12;4;0,-12;4;-2
3108189,,,,
3108192,-11;1;-1,-13;3;-1,-12;5;-4,-14;5;-2
3108461,,,,
3108464,-15;5;-3,-14;3;-5,-16;5;-4,-15;4;-2
3108730,,,,
3108733,-15;3;-3,-18;4;-3,-15;4;-3,-16;4;-2
3109004,,,,
3109007,-17;4;-4,-17;3;-4,-16;5;-4,-17;5;-2
3109274,,,,
3109277,-15;4;-3,-18;3;-4,-16;3;-3,-18;3;-3
3109544,,,,
3109548,-15;5;-2,-16;5;-3,-15;4;-3,-16;4;-2
3109813,,,,
3109816,-16;3;-3,-15;2;-3,-15;4;-1,-17;5;-3
3110093,,,,
3110096,-17;1;-3,-16;4;-1,-15;4;-3,-16;6;-5
3110370,,,,
3110372,-14;3;-2,-13;5;-4,-12;4;-5,-13;3;-3
3110651,,,,
3110654,-11;3;-2,-10;3;-1,-9;6;-2,-9;3;-1
3110929,,,,
3110932,-8;5;-2,-10;5;-1,-7;5;-2,-9;3;-3
3111200,,,,
3111203,-7;3;0,-6;5;-1,-6;1;0,-9;5;1
3111464,,,,
3111468,-8;5;-2,-9;6;0,-10;6;-1,-9;4;-2
3111740,,,,
3111743,-7;3;-3,-6;2;-1,-8;5;-2,-7;4;-1
3112015,,,,
3112018,-8;4;-1,-7;3;-3,-6;3;-3,-6;3;-2
3112295,,,,
3112298,-6;2;-2,-8;5;-2,-6;5;-2,-7;3;-2
3112565,,,,
3112568,-5;4;-2,-7;3;0,-6;4;-2,-5;2;-1
3112844,,,,
3112847,-6;4;-1,-6;4;-1,-5;4;-1,-5;2;-1
3113118,,,,
3113121,-4;3;-1,-5;3;0,-5;3;-1,-3;4;-1
3113396,,,,
3113399,-4;3;-2,-2;4;0,-3;4;0,-5;3;-1
3113667,,,,
3113670,-3;3;0,-3;6;-2,-2;4;-1,-3;3;0
3113964,,,,
3113967,-3;4;-1,-2;3;0,-3;2;-2,-4;3;-1
3114229,,,,
3114232,-5;4;0,-5;5;0,-2;3;0,-3;3;0
3114510,,,,
3114513,-3;4;0,-3;3;0,-4;3;0,-3;2;0
3114789,,,,
3114792,-3;4;0,-3;4;-2,-3;4;0,-2;2;0
3115059,,,,
3115067,-1;3;0,-2;4;0,-1;3;0,-2;3;0
3115330,,,,
3115333,-1;3;0,-1;4;0,-1;3;0,-2;3;0
3115607,,,,
3115614,-2;4;-1,-1;4;0,-1;1;0,-2;3;-1
3115881,,,,
3115884,-6;4;0,-12;4;-1,-11;5;-3,-9;4;-2
3116150,,,,
3116200,-9;3;-2,-10;3;-1,-9;5;-2,-8;4;-1
3116463,,,,
3116466,-9;4;-1,-10;3;0,-9;2;-1,-8;3;-3
3116732,,,,
3116740,-7;4;-2,-7;3;-3,-9;4;-3,-8;5;-1
3117006,,,,
3117009,-9;3;-1,-9;5;-1,-9;4;-2,-10;2;-1
3117270,,,,
3117279,-8;2;-1,-8;3;0,-8;3;-1,-10;5;-3
3117546,,,,
3117549,-9;2;-1,-9;4;-4,-8;3;-2,-10;4;0
3117819,,,,
3117828,-9;3;-2,-8;3;-1,-9;3;-1,-9;3;-2
3118091,,,,
3118094,-8;1;-3,-8;2;-2,-9;4;0,-9;3;-2
3118359,,,,
3118367,-9;4;0,-8;4;-1,-8;3;-3,-8;3;-2
3118633,,,,
3118637,-9;4;-2,-7;3;-3,-9;3;-1,-7;3;-3
3118909,,,,
3118916,-8;3;0,-9;4;-1,-8;4;-3,-9;3;-1
3119183,,,,
3119186,-9;5;-1,-8;4;-1,-7;3;-3,-9;3;-1
3119447,,,,
3119456,-8;4;-3,-9;3;-2,-9;4;-1,-8;3;-3
3119722,,,,
3119725,-9;4;-1,-8;3;-3,-8;3;-1,-9;4;0
3120004,,,,
3120011,-8;4;-3,-10;4;-1,-9;4;-2,-9;1;-3
3120273,,,,
3120276,-7;2;-3,-8;3;-2,-9;2;-1,-9;5;-1
3120547,,,,
3120557,-8;2;-1,-9;3;-1,-8;5;-1,-9;2;-1
3120820,,,,
3120823,-9;4;0,-9;3;0,-8;4;-4,-8;4;-1
3121087,,,,
3121089,-7;4;-2,-9;4;-1,-8;3;0,-8;3;-1
3121361,,,,
3121364,-8;2;-2,-7;4;-2,-9;2;0,-9;4;-2
3121631,,,,
3121634,-8;5;-1,-8;2;-2,-8;4;-4,-9;3;-2
3121911,,,,
3121914,-9;2;-1,-9;5;0,-9;3;-4,-8;4;0
3122174,,,,
3122178,-9;4;-3,-9;4;-1,-8;4;0,-9;5;-3
3122450,,,,
3122452,-9;3;-2,-10;4;-3,-9;4;-1,-9;3;-2
3122712,,,,
3122715,-8;3;-2,-9;3;-2,-8;3;-2,-10;4;0
3122998,,,,
3123001,-9;3;-1,-9;2;0,-10;5;-1,-8;5;-2
3123269,,,,
3123272,-9;2;-3,-9;3;-2,-9;2;0,-9;3;-1
3123545,,,,
3123548,-9;5;-1,-7;3;-4,-11;4;-2,-10;2;0
3123814,,,,
3123816,-12;3;0,-10;2;-2,-10;2;-2,-9;2;-1
3124082,,,,
3124085,-9;3;-2,-7;4;0,-10;6;-3,-9;5;-3
3124352,,,,
3124355,-9;4;-3,-10;5;-2,-10;4;-3,-10;4;-1
3124628,,,,
3124631,-11;4;-4,-12;2;-4,-11;2;-2,-13;2;-3
3124899,,,,
3124902,-11;2;-2,-15;5;-1,-18;4;-6,-18;4;-4
3125180,,,,
3125183,-16;5;-4,-18;4;-5,-20;4;-3,-21;5;-6
3125452,,,,
3125455,-17;5;-4,-17;2;-5,-22;3;-5,-22;1;-4
3125738,,,,
3125741,-20;5;-5,-19;4;-6,-20;3;-4,-18;2;-5
3126010,,,,
3126012,-21;3;-4,-22;4;-3,-18;2;-5,-20;2;-4
3126288,,,,
3126291,-19;1;-4,-20;1;-4,-19;2;-3,-19;1;-2
3126555,,,,
3126558,-17;2;-6,-19;2;-4,-18;3;-3,-20;3;-4
3126830,,,,
3126833,-19;4;-5,-18;3;-3,-17;2;-3,-17;4;-5
3127105,,,,
3127108,-18;4;-6,-17;2;-7,-17;3;-4,-16;2;-4
3127379,,,,
3127383,-19;5;-2,-17;3;-3,-16;0;-5,-16;2;-1
3127649,,,,
3127652,-15;3;-4,-12;5;-5,-16;1;-4,-15;1;-1
3127925,,,,
3127928,-14;1;-5,-13;3;-2,-14;3;-2,-17;4;-1
3128194,,,,
3128197,-14;4;-4,-17;2;0,-12;5;-4,-15;3;-4
3128481,,,,
3128484,-12;4;-1,-11;2;-4,-15;2;0,-13;5;-4
3128757,,,,
3128760,-13;3;-3,-14;5;-3,-14;3;-1,-11;6;-2
3129032,,,,
3129035,-9;4;-6,-15;1;0,-12;6;-1,-14;5;0
3129307,,,,
3129310,-11;3;-4,-11;4;-1,-13;5;-2,-11;1;-2
3129583,,,,
3129585,-11;4;-1,-10;5;-1,-8;1;-4,-10;3;-2
3129851,,,,
3129854,-6;5;0,-7;4;1,-7;6;0,-7;7;0
3130130,,,,
3130133,-3;5;-1,-4;3;0,-3;7;-1,-1;4;-2
3130397,,,,
3130400,-2;6;-2,-3;4;0,-7;1;0,-8;6;0
3130682,,,,
3130685,-4;5;0,-4;3;1,-3;5;-2,-4;2;-2
3130946,,,,
3130948,-5;5;-1,-5;6;0,-4;5;0,-7;1;0
3131222,,,,
3131225,-5;3;-1,-3;4;-1,-5;4;-2,-2;5;0
3131491,,,,
3131494,-4;3;-1,-2;4;0,-5;3;-1,-6;2;-1
3131766,,,,
3131769,-5;5;-1,-4;5;0,-3;1;-1,-6;1;-1
3132038,,,,
3132041,-5;3;-1,-4;4;1,-6;4;-1,-4;3;-3
3132338,,,,
3132341,-6;5;1,-5;5;-1,-3;4;-1,-3;3;-2
3132610,,,,
3132613,-5;2;0,-5;3;-3,-5;1;0,-5;4;1
3132887,,,,
3132890,-5;2;0,-5;4;-4,-5;5;-1,-6;4;0
3133157,,,,
3133160,-6;2;0,-4;0;0,-5;4;-1,-3;3;-2
3133429,,,,
3133432,-5;1;-1,-6;4;0,-6;2;-1,-5;4;-2
3133700,,,,
3133703,-5;1;0,-3;3;-2,-3;4;-1,-5;3;-3
3133987,,,,
3133990,-4;3;0,-5;2;0,-4;3;0,-4;4;0
3134259,,,,
3134262,-4;2;-1,-4;4;-2,-5;2;-2,-5;5;0
3134532,,,,
3134535,-4;2;0,-3;3;0,-5;4;0,-5;2;-2
3134809,,,,
3134812,-4;3;0,-3;5;0,-5;3;0,-4;3;-3
3135087,,,,
3135090,-5;4;0,-7;1;0,-5;4;-1,-6;3;-1
3135360,,,,
3135363,-7;1;0,-7;3;0,-7;3;0,-8;2;-1
3135644,,,,
3135647,-7;4;0,-6;4;0,-8;2;-2,-7;3;-1
3135913,,,,
3135917,-6;3;0,-7;4;-1,-6;5;-1,-7;4;1
3136189,,,,
3136191,-5;4;-1,-5;2;0,-5;2;-2,-4;3;-2
3136464,,,,
3136467,-4;3;1,-3;6;0,-3;3;-1,-3;4;-2
3136740,,,,
3136743,-3;1;0,-2;2;0,-1;3;0,-2;3;0
3137009,,,,
3137012,-4;2;-1,-2;2;-1,-4;3;0,-3;2;0
3137284,,,,
3137287,-3;2;-1,-2;3;0,-2;4;-1,-2;3;-1
3137553,,,,
3137555,-1;3;0,-1;3;-1,0;1;0,-1;3;0
3137827,,,,
3137830,-2;5;0,-1;3;0,-1;5;0,-1;3;-1
3138099,,,,
3138102,0;4;0,-1;3;0,0;3;0,0;3;0
3138372,,,,
3138375,0;4;0,0;3;0,0;4;0,0;2;-1
3138641,,,,
3138644,-1;2;0,-2;3;-1,-2;2;0,-3;3;0
3138917,,,,
3138920,-3;3;0,-5;2;0,-7;2;0,-10;2;-1
3139188,,,,
3139191,-8;3;-2,-8;3;-3,-8;3;-2,-9;3;0
3139462,,,,
3139465,-8;2;-3,-8;5;-2,-8;2;-1,-8;2;-1
3139729,,,,
3139732,-9;3;-1,-8;3;-3,-9;3;0,-8;3;0
3139992,,,,
3139999,-7;4;-2,-7;4;-1,-8;3;-1,-8;2;-2
3140262,,,,
3140265,-9;3;-2,-8;2;-1,-9;3;0,-3;1;-5
3140530,,,,
3140539,-8;5;-2,-10;2;-1,-11;5;-3,-11;3;-2
3140805,,,,
3140808,-11;3;-3,-11;3;0,-9;3;-1,-10;3;-1
3141068,,,,
3141075,-8;1;-2,-9;1;-4,-9;2;-3,-8;2;-2
3141344,,,,
3141347,-12;4;-1,-13;3;-1,-9;4;-2,-11;2;-2
3141618,,,,
3141627,-11;3;-2,-12;2;-2,-11;4;-2,-12;3;0
3141897,,,,
3141900,-10;1;-1,-11;3;-2,-10;2;0,-12;4;-2
3142169,,,,
3142176,-16;1;-4,-17;4;-5,-15;3;-4,-17;4;-3
3142446,,,,
3142448,-16;2;-4,-18;4;-4,-21;4;-3,-19;0;-5
3142719,,,,
3142728,-20;2;-5,-18;4;-2,-19;2;-2,-19;1;-3
3142990,,,,
3142993,-18;3;-7,-18;3;-3,-18;3;-4,-19;3;-6
3143259,,,,
3143266,-18;2;-3,-16;4;-4,-18;4;-4,-19;4;-3
3143533,,,,
3143536,-15;1;-6,-18;2;-5,-17;3;-5,-16;3;-5
3143810,,,,
3143818,-17;2;-3,-15;5;-4,-16;2;-4,-13;3;-4
3144084,,,,
3144087,-17;1;0,-15;3;-6,-16;4;-4,-16;3;-3
3144364,,,,
3144367,-16;0;-1,-13;2;-4,-14;2;-5,-15;4;-4
3144637,,,,
3144640,-15;3;-3,-17;3;-5,-16;2;-3,-13;4;-5
3144915,,,,
3144919,-17;2;-1,-15;4;-5,-19;1;-4,-16;0;-2
3145186,,,,
3145189,-16;2;-5,-16;0;-3,-16;2;-4,-15;0;-2
3145464,,,,
3145467,-11;3;-2,-6;4;-3,-9;1;-1,-6;0;-1
3145730,,,,
3145733,-8;1;0,-5;2;0,-6;3;-1,-6;0;-2
3146005,,,,
3146008,-4;5;0,-5;2;0,-8;0;1,-5;1;-2
3146274,,,,
3146277,-6;2;-1,-6;1;0,-7;2;-1,-5;0;0
3146554,,,,
3146557,-7;2;-1,-8;2;-1,-6;0;0,-9;1;0
3146824,,,,
3146827,-7;0;-2,-7;0;-3,-6;2;-1,-8;2;0
3147099,,,,
3147102,-8;0;0,-8;0;0,-9;0;-2,-6;1;-2
3147370,,,,
3147373,-6;1;0,-4;-1;-1,-6;0;-2,-7;3;0
3147642,,,,
3147645,-5;3;-2,-4;1;0,-4;0;-2,-5;3;1
3147913,,,,
3147916,-3;0;-1,-5;3;0,-3;1;-2,-4;-1;0
3148194,,,,
3148197,-3;4;-1,-5;1;0,-6;-1;0,-8;0;0
3148464,,,,
3148466,-3;3;-3,-6;0;1,-5;5;4,-5;5;4
3148732,,,,
3148740,-5;3;0,-5;-1;-4,-6;-1;-8,-11;1;-6
3149001,,,,
3149004,-15;0;-1,-17;4;0,-13;1;-1,-12;0;-1
3149352,,,,
3149356,-16;-1;-4,-16;-4;-3,-15;-1;-2,-13;4;-3
3149622,,,,
3149625,-17;1;-2,-14;2;-5,-14;-4;-4,-16;-5;-2
3149895,,,,
3149897,-16;0;-7,-15;0;-1,-15;0;-4,-19;0;-1
3150167,,,,
3150169,-13;-2;-1,-17;0;-4,-15;0;-1,-15;-5;-3
3150440,,,,
3150443,-15;-3;-2,-13;-1;-2,-19;-3;-4,-17;3;-1
3150710,,,,
3150713,-16;0;-2,-15;-4;-3,-16;-5;-3,-13;0;-5
3150991,,,,
3150994,-15;-3;-1,-13;-4;-3,-17;-4;3,-19;-6;0
3151260,,,,
3151263,-15;-2;-5,-15;-8;-6,-15;-6;-2,-9;-9;-1
3151577,,,,
3151580,-12;-7;-2,-15;-6;-1,-11;-3;-5,-9;-7;-2
3151856,,,,
3151859,-11;-4;0,-11;-3;-4,-9;-7;-2,-7;-6;0
3152131,,,,
3152133,-6;-9;-2,-8;-7;-1,-7;-3;-2,-10;-5;1
3152399,,,,
3152402,-9;-1;0,-9;-5;1,-4;-3;0,-1;-6;-2
3152680,,,,
3152683,-2;-4;-1,1;-2;-1,4;0;2,3;0;6
3152956,,,,
3152959,4;5;3,3;1;2,5;0;3,8;0;2
3153231,,,,
3153234,9;0;3,11;4;1,8;4;4,6;2;2
3153506,,,,
3153509,4;3;1,5;5;0,5;6;0,3;5;0
3153785,,,,
3153788,-1;5;0,-1;3;0,-2;3;2,-1;7;0
3154057,,,,
3154060,-1;6;-2,0;2;-1,0;3;2,0;4;2
3154334,,,,
3154337,0;6;1,0;5;0,0;3;0,0;3;0
3154607,,,,
3154610,-2;7;-1,-3;7;-2,-2;7;-1,-5;4;0
3154886,,,,
3154889,-4;7;0,-4;6;1,-6;5;-1,-6;8;-3
3155158,,,,
3155161,-3;5;0,-6;9;-2,-5;6;0,-4;6;-1
3155434,,,,
3155437,-6;4;-2,-8;4;-1,-8;5;-2,-9;3;-3
3155708,,,,
3155712,-13;8;0,-9;2;-3,-9;3;-3,-9;3;-4
3155989,,,,
3155992,-10;3;-1,-18;4;-3,-18;4;-4,-26;3;-5
3156259,,,,
3156261,-28;4;-6,-29;-1;-8,-31;1;-7,-31;0;-6
3156539,,,,
3156542,-27;-2;-7,-26;-4;-10,-29;-2;-8,-34;0;-10
3156809,,,,
3156812,-39;0;-6,-37;-7;-9,-36;-8;-6,-39;-7;-6
3157091,,,,
3157094,-31;-10;-7,-33;-12;-6,-28;-15;-4,-30;-18;-7
3157360,,,,
3157363,-30;-13;-6,-25;-17;-3,-24;-20;-6,-22;-18;-6
3157636,,,,
3157639,-28;-21;-5,-26;-16;-10,-26;-11;-13,-29;-17;-9
3157910,,,,
3157913,-26;-18;-8,-27;-22;-15,-24;-27;-1,-25;-20;-3
3158192,,,,
3158195,-23;-17;-1,-21;-14;-5,-17;-23;-3,-14;-25;-13
3158461,,,,
3158464,-16;-26;-6,-21;-24;-3,-18;-19;-4,-22;-17;-1
3158737,,,,
3158740,-22;-16;-2,-22;-18;-5,-22;-17;-7,-24;-25;-5
3159012,,,,
3159015,-27;-24;-5,-28;-20;-8,-31;-16;-7,-29;-22;-3
3159287,,,,
3159289,-26;-19;-1,-28;-21;-6,-25;-16;-11,-28;-20;-6
3159559,,,,
3159562,-21;-27;-18,-27;-25;-3,-26;-19;-4,-23;-17;-9
3159827,,,,
3159830,-25;-19;-2,-28;-25;-6,-25;-28;-3,-21;-21;-7
3160097,,,,
3160105,-25;-19;-8,-23;-30;-12,-21;-27;-5,-21;-26;-4
3160370,,,,
3160373,-26;-23;-5,-22;-22;-7,-22;-23;-2,-20;-22;-6
3160638,,,,
3160645,-20;-17;-4,-19;-19;-5,-27;-19;0,-19;-11;-5
3160907,,,,
3160909,-22;-12;-3,-17;-9;-4,-16;-2;-10,-18;2;-4
3161179,,,,
3161188,-17;3;-5,-19;4;-3,-20;-3;-8,-20;-12;-1
3161452,,,,
3161455,-23;5;-1,-32;16;-51,-20;28;-8,-21;8;-5
3161720,,,,
3161729,-33;9;3,-25;2;-9,-11;-5;0,-10;-2;-7
3161990,,,,
3161993,-11;1;1,-9;0;1,-7;4;-3,-13;2;0
3162265,,,,
3162273,-17;0;-10,-14;0;-3,-19;-3;-9,-12;-1;-10
3162548,,,,
3162551,-7;-2;-10,-13;-5;0,-12;-2;0,-10;5;-5
3162816,,,,
3162823,-12;9;3,-12;2;-7,-16;0;-7,-13;0;-12
3163090,,,,
3163094,-15;-9;-17,-8;-5;-2,-3;6;0,-13;9;-1
3163366,,,,
3163374,-14;-1;-13,-13;6;0,-11;-1;-7,-11;1;-6
3163640,,,,
3163643,-13;0;-11,-21;3;-8,-11;0;0,-16;-3;-5
3163923,,,,
3163930,-17;5;-9,-21;8;-2,-18;-2;-7,-16;4;2
3164191,,,,
3164194,-11;9;0,-19;8;-1,-22;-14;-15,-23;1;-21
3164474,,,,
3164476,-14;-1;7,-13;0;1,-17;-1;0,-13;2;-6
3164741,,,,
3164744,-17;1;-9,-18;3;-3,-13;2;-9,-16;6;-3
3165017,,,,
3165020,-7;0;-14,-10;-7;-17,-9;4;4,-12;8;3
3165280,,,,
3165283,-12;4;9,-4;-14;9,5;-10;1,-5;-5;-3
3165562,,,,
3165565,-5;1;12,-9;-1;5,-9;-6;-4,-8;-3;-7
3165831,,,,
3165834,-13;2;0,-10;2;0,-2;2;0,-8;-5;-2
3166111,,,,
3166114,-9;-13;-3,-3;0;2,-14;-2;-10,-7;0;-7
3166382,,,,
3166385,-7;-7;-3,-6;3;-2,-9;-3;-4,-8;3;4
3166656,,,,
3166659,-4;-9;-19,-3;-5;-1,-7;-3;5,-7;1;-9
3166927,,,,
3166930,-11;0;12,-8;8;4,-8;5;0,-14;8;-1
3167221,,,,
3167224,-6;6;6,-12;4;0,-12;9;4,-6;6;0
3167489,,,,
3167492,-6;-1;-1,-8;0;0,-4;6;-9,-7;-1;1
3167763,,,,
3167766,-6;-1;3,-8;3;0,-7;7;-10,-5;5;-6
3168033,,,,
3168036,-7;3;-5,-1;6;-2,-8;-6;-8,-7;0;-3
3168313,,,,
3168316,-5;4;-4,-1;17;-3,-11;5;14,-10;12;8
3168584,,,,
3168587,1;-3;2,-3;2;-1,-5;2;2,-5;3;-2
3168873,,,,
3168876,-1;3;-8,-2;3;-1,-1;4;-2,-2;6;0
3169146,,,,
3169149,-4;2;0,-1;0;0,-3;4;2,-2;0;2
3169424,,,,
3169427,0;0;-1,0;1;2,-2;-5;0,-1;1;2
3169692,,,,
3169695,-1;3;0,2;1;-4,-2;3;0,-1;3;0
3169965,,,,
3169968,-1;1;-1,-2;0;-2,0;1;-4,-2;-5;0
3170236,,,,
3170239,-3;-2;-2,0;1;0,0;0;-2,-2;-1;-2
3170514,,,,
3170518,0;-1;0,-5;-2;2,0;1;-1,-4;0;1
3170786,,,,
3170789,0;-1;-1,-1;4;-2,0;1;-1,-3;4;0
3171066,,,,
3171069,0;4;1,-1;0;1,-5;4;0,-1;1;0
3171346,,,,
3171349,-7;-1;2,-5;-4;0,-3;-1;-3,-5;0;-2
3171616,,,,
3171619,-1;1;2,-7;-1;-2,-5;0;-3,-1;0;-2
3171888,,,,
3171891,-2;5;1,-3;0;0,-5;-3;0,-4;1;0
3172167,,,,
3172170,-3;0;0,-3;1;3,-3;1;-3,-6;-1;-1
3172438,,,,
3172441,-1;0;-3,-4;0;-3,-3;0;-5,-2;0;-1
3172717,,,,
3172720,-3;0;-4,-4;0;1,-1;2;-1,-3;0;1
3172987,,,,
3172990,-4;0;-1,-4;-1;-3,-3;0;-1,-4;1;0
3173269,,,,
3173272,-3;2;-4,-2;0;-3,-5;3;-2,-2;-3;2
3173549,,,,
3173552,-1;3;-6,-4;-2;-2,-1;1;0,-2;2;2
3173826,,,,
3173834,0;2;0,-3;-2;1,0;0;-1,-1;2;-2
3174099,,,,
3174103,1;0;-3,1;0;-1,-6;3;2,-3;0;0
3174383,,,,
3174392,-7;-4;0,-7;1;0,-2;1;-1,0;3;-2
3174659,,,,
3174662,0;1;0,-5;5;1,-5;0;1,-8;3;-1
3174927,,,,
3174935,-6;0;0,-6;-2;0,-6;4;0,-5;1;2
3175208,,,,
3175212,-8;0;0,-6;3;-2,-7;-2;-1,-2;0;-5
3175478,,,,
3175487,-4;1;-2,-5;-1;0,-6;0;-2,-6;-1;0
3175753,,,,
3175756,-10;0;-3,-7;4;0,-8;-2;-1,-6;-2;-4
3176029,,,,
3176036,-6;0;4,-6;-1;-2,-11;3;0,-12;3;0
3176304,,,,
3176307,-4;0;-8,-4;0;-5,-9;1;0,-8;0;-1
3176573,,,,
3176582,-3;5;-3,-5;8;-3,-1;-5;0,-7;0;1
3176850,,,,
3176853,-2;1;0,-4;0;-1,-4;5;-1,-4;0;-5
3177117,,,,
3177124,-1;-1;-1,-2;5;-3,-7;3;1,-2;2;-2
3177393,,,,
3177395,-6;3;0,-4;2;0,-1;2;0,-7;1;0
3177667,,,,
3177675,1;1;0,-2;3;0,-3;4;-3,-4;4;0
3177943,,,,
3177946,-5;4;-1,-7;3;0,-2;2;0,-7;2;-2
3178205,,,,
